"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5652","Invalid Data From JSON Test @negative","webkit","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","25319","Edit Employee Save Button Test @sanity","webkit","2026-06-03","passed","2026-06-03","","editEmployee.spec.js","",""
"","14116","Employee List URL Validation Test @regression","webkit","2026-06-03","passed","2026-06-03","","searchEmployee.spec.js","",""
"","4558","Login Page Refresh Test @regression","webkit","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","4574","Form Submission Test @sanity","firefox","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","5843","Recruitment Reset Button Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","12467","Admin Header Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","6045","Header Dropdown Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","2630","Username Field Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","13520","Add User Button Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","7224","Recruitment Module Load Performance Test @performance","chromium","2026-06-03","passed","2026-06-03","","performance.spec.js","",""
"","7244","PIM Search Box Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","4462","Invalid Login Test @regression","webkit","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","9982","Admin Sidebar Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","14572","Delete Employee Button Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","13575","Employee Search Field Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","searchEmployee.spec.js","",""
"","4165","Help Icon Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","4700","Help Icon Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","5485","Dashboard Page Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","4621","Forgot Password Empty Username Validation Test @negative","firefox","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","4391","Leave Menu Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","6538","Leave Navigation Test @regression","chromium","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","4351","Forgot Password URL Validation Test @regression","webkit","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","7104","Dashboard Load Performance Test @performance","webkit","2026-06-03","passed","2026-06-03","","performance.spec.js","",""
"","6607","Add Employee Button Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","3029","Login Page URL Validation Test @smoke","webkit","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","3145","Login Page URL Validation Test @smoke","firefox","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","11041","PIM URL Validation Test @regression","webkit","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","10950","Buzz Navigation Test @sanity","webkit","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","10084","Employee ID Field Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","9468","Time Header Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","7564","Admin Navigation Test @smoke","firefox","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","5590","Forgot Password Cancel Button Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","13707","Profile Image Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","6310","Search Recruitment Module Test @sanity","firefox","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","6809","My Info Refresh Test @smoke","chromium","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","7970","Case Sensitive Username Test @negative","webkit","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","8878","Add Candidate Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","6502","Dashboard Refresh Test @smoke","chromium","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","7019","Leave Menu Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","12891","Employee List Button Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","3806","Case Sensitive Username Test @negative","chromium","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","6428","Employee ID Field Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","7758","Sidebar Menu Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","6873","Forgot Password Header Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","2651","Login Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","7940","Add Employee URL Validation Test @smoke","chromium","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","3400","Login With Spaces Test @negative","firefox","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","4270","Logout URL Validation Test @sanity","chromium","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","2885","Login Button Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","4011","Top Header Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","12172","Time Search Button Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","13017","PIM Refresh Test @regression","webkit","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","26463","Add Employee Refresh Test @regression","firefox","2026-06-03","failed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","7599","Admin Page Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","4634","Forgot Password URL Validation Test @regression","chromium","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","64189","Login Test for wrong","chromium","2026-06-03","failed","2026-06-03","","excelLogin.spec.js","",""
"","12628","Save Button Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","6994","Buzz Menu Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","4117","Forgot Password Cancel Button Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","7891","Leave Page Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","6927","PIM Menu Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","9199","Leave Sidebar Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","10985","My Info Page Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","3049","Login Username Field Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","15534","Add Employee URL Validation Test @smoke","webkit","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","13598","Admin Refresh Test @regression","webkit","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","5945","PIM Navigation Test @smoke","chromium","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","3967","Message Icon Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","67642","Login Test for wrong","firefox","2026-06-03","failed","2026-06-03","","excelLogin.spec.js","",""
"","10674","Recruitment Table Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","3051","Login Button Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","3528","Forgot Password Reset Button Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","5608","Dashboard Load Performance Test @performance","chromium","2026-06-03","passed","2026-06-03","","performance.spec.js","",""
"","5084","Topbar Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","6280","My Info Navigation Test @regression","chromium","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","3726","Invalid Login Test @regression","chromium","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","11132","Search Buzz Module Test @smoke","webkit","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","6044","Top Header Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","14222","Employee List Button Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","4708","Search Box Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","3666","Dashboard URL Validation Test @smoke","chromium","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","7411","Leave Refresh Test @regression","chromium","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","13730","Employee Table Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","searchEmployee.spec.js","",""
"","7832","Dashboard Page Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","6716","My Info Menu Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","8394","Add Employee Last Name Field Test @regression","chromium","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","15292","Employee Search Field Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","searchEmployee.spec.js","",""
"","9031","PIM Module Load Performance Test @performance","webkit","2026-06-03","passed","2026-06-03","","performance.spec.js","",""
"","8578","Reports Button Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","5452","Logout Refresh Test @regression","firefox","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","6415","Dashboard Search Box Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","6559","Recruitment Page Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","6722","Search Button Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","2426","Login Button Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","7043","Search PIM Module Test @regression","firefox","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
